image,label,score,x1,y1,x2,y2,source_prompt,detection_summary,llm_prompt,generated_question_flan_base,generated_question_flan_large,generated_question_llama70b,generated_question_llama8b
image_180_jpg.rf.f203059aebd70a3d03b0a78518772eed.jpg,hairdryer,0.1291121244430542,88.29063415527344,219.1285400390625,561.5563354492188,419.0301513671875,baseline,Image file: image_180_jpg.rf.f203059aebd70a3d03b0a78518772eed.jpg. Detected amenity: hairdryer. Detection confidence: low (0.13). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_180_jpg.rf.f203059aebd70a3d03b0a78518772eed.jpg. Detected amenity: hairdryer. Detection confidence: low (0.13). Source prompt type: baseline. Question:",What type of amenity is hairdryer?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_24_jpg.rf.32f4a380b1ea6a5e5578cd59b7bcacbf.jpg,hairdryer,0.1013985872268676,346.9708557128906,336.51202392578125,627.1022338867188,640.426025390625,baseline,Image file: image_24_jpg.rf.32f4a380b1ea6a5e5578cd59b7bcacbf.jpg. Detected amenity: hairdryer. Detection confidence: low (0.10). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_24_jpg.rf.32f4a380b1ea6a5e5578cd59b7bcacbf.jpg. Detected amenity: hairdryer. Detection confidence: low (0.10). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_66_jpg.rf.af050c556c5cd20d9219cdc2b457eca1.jpg,hairdryer,0.1574482172727584,56.8543815612793,41.04860305786133,520.214111328125,635.8487548828125,baseline,Image file: image_66_jpg.rf.af050c556c5cd20d9219cdc2b457eca1.jpg. Detected amenity: hairdryer. Detection confidence: low (0.16). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_66_jpg.rf.af050c556c5cd20d9219cdc2b457eca1.jpg. Detected amenity: hairdryer. Detection confidence: low (0.16). Source prompt type: baseline. Question:",What is a hairdryer?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_17_jpg.rf.b673ad741572ab3396f75b58362cdd14.jpg,hairdryer,0.4457606673240661,81.87567138671875,6.897239685058594,591.38134765625,631.85888671875,baseline,Image file: image_17_jpg.rf.b673ad741572ab3396f75b58362cdd14.jpg. Detected amenity: hairdryer. Detection confidence: medium (0.45). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_17_jpg.rf.b673ad741572ab3396f75b58362cdd14.jpg. Detected amenity: hairdryer. Detection confidence: medium (0.45). Source prompt type: baseline. Question:",What type of amenity does the hairdryer have?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Does the hotel room have a hairdryer?
image_210_jpg.rf.53404c2712d1be8c2f6dccd8974d4639.jpg,hairdryer,0.1040564477443695,7.405128479003906,320.3544616699219,564.0821533203125,640.6688232421875,baseline,Image file: image_210_jpg.rf.53404c2712d1be8c2f6dccd8974d4639.jpg. Detected amenity: hairdryer. Detection confidence: low (0.10). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_210_jpg.rf.53404c2712d1be8c2f6dccd8974d4639.jpg. Detected amenity: hairdryer. Detection confidence: low (0.10). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer available in the room?
image_27_jpg.rf.f8c616f9bad5a0fbc302976a32b6bae8.jpg,hairdryer,0.4043797254562378,71.12432861328125,103.80722045898438,504.8543701171875,636.9561157226562,baseline,Image file: image_27_jpg.rf.f8c616f9bad5a0fbc302976a32b6bae8.jpg. Detected amenity: hairdryer. Detection confidence: medium (0.40). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_27_jpg.rf.f8c616f9bad5a0fbc302976a32b6bae8.jpg. Detected amenity: hairdryer. Detection confidence: medium (0.40). Source prompt type: baseline. Question:",What type of amenity does the hairdryer have?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_56_jpg.rf.40336d66e18a46f793f1ae1c6dbbd6ca.jpg,hairdryer,0.1232956647872924,43.20644378662109,96.47886657714844,631.7115478515625,478.4485473632813,baseline,Image file: image_56_jpg.rf.40336d66e18a46f793f1ae1c6dbbd6ca.jpg. Detected amenity: hairdryer. Detection confidence: low (0.12). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_56_jpg.rf.40336d66e18a46f793f1ae1c6dbbd6ca.jpg. Detected amenity: hairdryer. Detection confidence: low (0.12). Source prompt type: baseline. Question:",What type of amenity is hairdryer?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_124_jpg.rf.bc4213e7f09001692f89e708b6f3ae9a.jpg,hairdryer,0.2873489558696747,116.33195495605467,30.33590316772461,427.29400634765625,444.1443481445313,baseline,Image file: image_124_jpg.rf.bc4213e7f09001692f89e708b6f3ae9a.jpg. Detected amenity: hairdryer. Detection confidence: low (0.29). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_124_jpg.rf.bc4213e7f09001692f89e708b6f3ae9a.jpg. Detected amenity: hairdryer. Detection confidence: low (0.29). Source prompt type: baseline. Question:",What type of amenity is hairdryer?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_197_jpg.rf.b010a4e9c4cf7b558546634e17678d6b.jpg,hairdryer,0.2878447473049164,165.26876831054688,100.70387268066406,633.3292236328125,620.8050537109375,baseline,Image file: image_197_jpg.rf.b010a4e9c4cf7b558546634e17678d6b.jpg. Detected amenity: hairdryer. Detection confidence: low (0.29). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_197_jpg.rf.b010a4e9c4cf7b558546634e17678d6b.jpg. Detected amenity: hairdryer. Detection confidence: low (0.29). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_127_jpg.rf.86c4f679c51a99dfa01e58959a5439a6.jpg,hairdryer,0.1267069578170776,65.66788482666016,143.0221710205078,333.21539306640625,324.8775634765625,baseline,Image file: image_127_jpg.rf.86c4f679c51a99dfa01e58959a5439a6.jpg. Detected amenity: hairdryer. Detection confidence: low (0.13). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_127_jpg.rf.86c4f679c51a99dfa01e58959a5439a6.jpg. Detected amenity: hairdryer. Detection confidence: low (0.13). Source prompt type: baseline. Question:",What type of amenity is hairdryer?,What is the name of the amenity that is detected in this image?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_127_jpg.rf.86c4f679c51a99dfa01e58959a5439a6.jpg,hairdryer,0.1741879880428314,149.13180541992188,343.8333740234375,572.4720458984375,637.5872802734375,baseline,Image file: image_127_jpg.rf.86c4f679c51a99dfa01e58959a5439a6.jpg. Detected amenity: hairdryer. Detection confidence: low (0.17). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_127_jpg.rf.86c4f679c51a99dfa01e58959a5439a6.jpg. Detected amenity: hairdryer. Detection confidence: low (0.17). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_138_jpg.rf.99873109fb946a5a17cd2206ddca1387.jpg,hairdryer,0.2522768974304199,99.31967163085938,-0.3460502624511719,504.43994140625,615.1588134765625,baseline,Image file: image_138_jpg.rf.99873109fb946a5a17cd2206ddca1387.jpg. Detected amenity: hairdryer. Detection confidence: low (0.25). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_138_jpg.rf.99873109fb946a5a17cd2206ddca1387.jpg. Detected amenity: hairdryer. Detection confidence: low (0.25). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_134_jpg.rf.1c9e6a38c6483660e2049e24293a3e89.jpg,hairdryer,0.1377188265323639,15.39104461669922,204.5677185058593,562.4326782226562,639.673828125,baseline,Image file: image_134_jpg.rf.1c9e6a38c6483660e2049e24293a3e89.jpg. Detected amenity: hairdryer. Detection confidence: low (0.14). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_134_jpg.rf.1c9e6a38c6483660e2049e24293a3e89.jpg. Detected amenity: hairdryer. Detection confidence: low (0.14). Source prompt type: baseline. Question:",What is a hairdryer?,What is the name of the amenity that is detected in this image?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_217_jpg.rf.9ff102abfffe891a26c5fc9db2ea8d93.jpg,hairdryer,0.2968415021896362,41.35017395019531,6.170463562011719,632.6305541992188,634.3482666015625,baseline,Image file: image_217_jpg.rf.9ff102abfffe891a26c5fc9db2ea8d93.jpg. Detected amenity: hairdryer. Detection confidence: low (0.30). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_217_jpg.rf.9ff102abfffe891a26c5fc9db2ea8d93.jpg. Detected amenity: hairdryer. Detection confidence: low (0.30). Source prompt type: baseline. Question:",What type of amenity is hairdryer?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is there a hairdryer available in the room?
image_1_jpg.rf.fc586b3362ea1b4318966a9da87af261.jpg,hairdryer,0.1206367686390876,64.68544006347656,274.299560546875,594.724609375,602.9570922851562,baseline,Image file: image_1_jpg.rf.fc586b3362ea1b4318966a9da87af261.jpg. Detected amenity: hairdryer. Detection confidence: low (0.12). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_1_jpg.rf.fc586b3362ea1b4318966a9da87af261.jpg. Detected amenity: hairdryer. Detection confidence: low (0.12). Source prompt type: baseline. Question:",What type of amenity is hairdryer?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_64_jpg.rf.48a348ac43124b3e109635b3a0e538d6.jpg,hairdryer,0.1128061488270759,20.424461364746094,45.777587890625,540.9917602539062,636.015625,baseline,Image file: image_64_jpg.rf.48a348ac43124b3e109635b3a0e538d6.jpg. Detected amenity: hairdryer. Detection confidence: low (0.11). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_64_jpg.rf.48a348ac43124b3e109635b3a0e538d6.jpg. Detected amenity: hairdryer. Detection confidence: low (0.11). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the amenity that is detected in this image?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_50_jpg.rf.d3f60e1317c3b5d84880ddb7e7012572.jpg,hairdryer,0.2315301597118377,277.6809387207031,98.57292938232422,576.0201416015625,393.3492431640625,baseline,Image file: image_50_jpg.rf.d3f60e1317c3b5d84880ddb7e7012572.jpg. Detected amenity: hairdryer. Detection confidence: low (0.23). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_50_jpg.rf.d3f60e1317c3b5d84880ddb7e7012572.jpg. Detected amenity: hairdryer. Detection confidence: low (0.23). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_108_jpg.rf.737e2cf438196c741d4a9d69b8496da8.jpg,hairdryer,0.3104321360588074,103.14102172851562,213.99435424804688,423.8611450195313,638.5455322265625,baseline,Image file: image_108_jpg.rf.737e2cf438196c741d4a9d69b8496da8.jpg. Detected amenity: hairdryer. Detection confidence: medium (0.31). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_108_jpg.rf.737e2cf438196c741d4a9d69b8496da8.jpg. Detected amenity: hairdryer. Detection confidence: medium (0.31). Source prompt type: baseline. Question:",What type of amenity is hairdryer?,What is the name of the hotel amenity in the image?,Is a hairdryer provided in the room?,Is there a hairdryer available in the room?
image_145_jpg.rf.26f88d83b1a434eb960e586bf2a9f378.jpg,hairdryer,0.1083201393485069,98.55241394042967,28.812150955200195,504.0646362304688,332.494873046875,baseline,Image file: image_145_jpg.rf.26f88d83b1a434eb960e586bf2a9f378.jpg. Detected amenity: hairdryer. Detection confidence: low (0.11). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_145_jpg.rf.26f88d83b1a434eb960e586bf2a9f378.jpg. Detected amenity: hairdryer. Detection confidence: low (0.11). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
image_29_jpg.rf.a90c20a79c680ed1754cdfa9b9219bd1.jpg,hairdryer,0.105060875415802,3.69649887084961,121.44142150878906,627.5863037109375,635.788818359375,baseline,Image file: image_29_jpg.rf.a90c20a79c680ed1754cdfa9b9219bd1.jpg. Detected amenity: hairdryer. Detection confidence: low (0.11). Source prompt type: baseline.,"You are generating hotel amenity questions for guests browsing accommodation photos. Given the detection summary below, generate a hotel amenity related question that a guest may ask or a guest might want to be answeredwhile browsing accommodation images. Keep the question short, factual, and neutral. Detection summary: Image file: image_29_jpg.rf.a90c20a79c680ed1754cdfa9b9219bd1.jpg. Detected amenity: hairdryer. Detection confidence: low (0.11). Source prompt type: baseline. Question:",What is a hairdryer in a hotel?,What is the name of the hotel that has a hairdryer?,Is a hairdryer provided in the room?,Is a hairdryer provided in the room?
